id,SuraID1,VerseID1,Text1,SuraID2,VerseID2,Text2,is_similar
4460,4,66,"And if We had decreed for them: Lay down your lives or go forth from your dwellings, but few of them would have done it; though if they did what they are exhorted to do it would be better for them, and more strengthening;",35,17,That is not a hard thing for Allah.,0
4461,17,34,Come not near the wealth of the orphan save with that which is better till he come to strength; and keep the covenant. Lo! of the covenant it will be asked.,62,4,That is the bounty of Allah; which He giveth unto whom He will. Allah is of Infinite Bounty.,0
4462,23,72,Are you asking them for something? What Allah has given you is the best. He is the Best of providers.,42,23,"That is the Bounty of which Allah gives tidings to His servants who have faith and do good deeds. Tell them, (O Prophet): _I do not ask you for any recompense for my work except love towards kinsfolk.ù Whoever does a good deed, We shall increase its merit for him. Surely Allah is Most Forgiving, Most Appreciative.",1
4463,17,75,"Then had we made thee taste a double (punishment) of living and a double (punishment) of dying, then hadst thou found no helper against Us.",65,5,"That is the commandment of Allah which He revealeth unto you. And whoso keepeth his duty to Allah, He will remit from him his evil deeds and magnify reward for him.",0
4464,7,174,"Thus we detail the revelations, that haply they may return.",41,28,"That is the reward of Allah_s enemies: the Fire. Therein is their immortal home, payment forasmuch as they denied Our revelations.",0
4465,21,110,"Lo! He knoweth that which is said openly, and that which ye conceal.",78,39,That is the True Day. So whoso will should seek recourse unto his Lord.,0
4466,24,29,(It is) no sin for you to enter uninhabited houses wherein is comfort for you. Allah knoweth what ye proclaim and what ye hide.,86,7,That issued from between the loins and ribs.,0
4467,18,105,"Those are they who disbelieve in the revelations of their Lord and in the meeting with Him. Therefor their works are vain, and on the Day of Resurrection We assign no weight to them.",69,40,That it is indeed the speech of an illustrious messenger.,0
4468,12,108,Say: This is my Way: I call on Allah with sure knowledge. I and whosoever followeth me - Glory be to Allah! - and I am not of the idolaters.,53,38,"That no laden one shall bear another_s load,",0
4469,13,35,"A similitude of the Garden which is promised unto those who keep their duty (to Allah): Underneath it rivers flow; its food is everlasting, and its shade; this is the reward of those who keep their duty, while the reward of disbelievers is the Fire.",54,14,"That ran (upon the waters) in Our sight, as a reward for him who was rejected.",0
4470,70,35,all these shall live honourably in the Gardens.,23,11,that shall inherit Paradise; and in it they shall abide for ever.,1
4471,19,63,Such is the Paradise which We shall cause those of Our servants who have been God-fearing to inherit.,23,11,that shall inherit Paradise; and in it they shall abide for ever.,1
4472,16,85,"And when those who did wrong behold the doom, it will not be made light for them, nor will they be reprieved.",57,29,"That the People of the Scripture may know that they control naught of the bounty of Allah, but that the bounty is in Allah_s hand to give to whom He will. And Allah is of Infinite Bounty.",0
4473,2,281,"And guard yourselves against a day in which ye will be brought back to Allah. Then every soul will be paid in full that which it hath earned, and they will not be wronged.",29,66,"That they may disbelieve in that which We have given them, and that they may take their ease. But they will come to know.",0
4474,4,129,"Ye will not be able to deal equally between (your) wives, however much ye wish (to do so). But turn not altogether away (from one), leaving her as in suspense. If ye do good and keep from evil, lo! Allah is ever Forgiving, Merciful.",36,35,"That they may eat of the fruit thereof, and their hands made it not. Will they not, then, give thanks?",0
4475,6,34,"Messengers before you have been given the lie to, and they endured with patience their being given the lie to and being persecuted until the time when Our help reached them. None has the power to alter the words of Allah. Indeed some account of the Messengers has already reached you.",37,172,"that they shall certainly be succoured,",1
4476,22,40,"those who were unjustly expelled from their homes for no other reason than their saying: ""Allah is Our Lord."" If Allah were not to repel some through others, monasteries and churches and synagogues and mosques wherein the name of Allah is much mentioned, would certainly have been pulled down. Allah will most certainly help those who will help Him. Verily Allah is Immensely Strong, Overwhelmingly Mighty.",37,172,"that they shall certainly be succoured,",1
4477,6,53,"And even so do We try some of them by others, that they say: Are these they whom Allah favoureth among us? Is not Allah best Aware of the thanksgivers?",37,172,"That they verily would be helped,",0
4478,13,10,"It is all the same for Him whether any of you says a thing secretly, or says it loudly, and whether one hides oneself in the darkness of night, or struts about in broad daylight.",27,25,that they would prostrate themselves before Allah Who brings to light all that is hidden in the heavens and the earth and knows all that you conceal and all that you reveal.,1
4479,2,33,"Then Allah said to Adam, ""Tell them the names of these things."" When Adam told them the names of all those things, Allah declared, ""Did I not tell you that I know those truths about the Earth and the Heavens which are hidden from you? I know what you disclose and what you hide.""",27,25,that they would prostrate themselves before Allah Who brings to light all that is hidden in the heavens and the earth and knows all that you conceal and all that you reveal.,1
4480,23,28,"And when thou art on board the ship, thou and whoso is with thee, then say: Praise be to Allah Who hath saved us from the wrongdoing folk!",81,19,"That this is in truth the word of an honoured messenger,",0
4481,4,100,"Whoso migrateth for the cause of Allah will find much refuge and abundance in the earth, and whoso forsaketh his home, a fugitive unto Allah and His messenger, and death overtaketh him, his reward is then incumbent on Allah. Allah is ever Forgiving, Merciful.",36,6,"That thou mayst warn a folk whose fathers were not warned, so they are heedless.",0
4482,17,58,"There is not a township but We shall destroy it ere the Day of Resurrection, or punish it with dire punishment. That is set forth in the Book (of Our decrees).",64,6,"That was because their messengers (from Allah) kept coming unto them with clear proofs (of Allah_s Sovereignty), but they said: Shall mere mortals guide us? So they disbelieved and turned away, and Allah was independent (of them). Allah is Absolute, Owner of Praise.",0
4483,7,83,"And We rescued him and his household, save his wife, who was of those who stayed behind.",40,22,"That was because their messengers kept bringing them clear proofs (of Allah_s Sovereignty) but they disbelieved; so Allah seized them. Lo! He is Strong, severe in punishment.",0
4484,21,51,"Surely We had bestowed wisdom upon Abraham even earlier, and We knew him well.",6,83,"That was Our argument which We gave to Abraham against his people. We raise in ranks whom We will. Truly your lord is All-Wise, All-Knowing.",1
4485,3,184,"And if they deny thee, even so did they deny messengers who were before thee, who came with miracles and with the Psalms and with the Scripture giving light.",33,62,That was the way of Allah in the case of those who passed away of old; thou wilt not find for the way of Allah aught of power to change.,0
4486,11,117,In truth thy Lord destroyed not the townships tyrannously while their folk were doing right.,51,33,"That we may send upon them stones of clay,",0
4487,19,96,"Lo! those who believe and do good works, the Beneficent will appoint for them love.",72,17,"That We may test them thereby, and whoso turneth away from the remembrance of his Lord; He will thrust him into ever-growing torment.",0
4488,16,21,"(They are) dead, not living. And they know not when they will be raised.",56,61,That We may transfigure you and make you what ye know not.,0
4489,11,82,"And when Our command came to pass, We turned the town upside down, and rained on it stones of baked clay, one on another,",51,33,that we may unleash a shower of clay-stones,1
4490,18,77,"So they twain journeyed on till, when they came unto the folk of a certain township, they asked its folk for food, but they refused to make them guests. And they found therein a wall upon the point of falling into ruin, and he repaired it. (Moses) said: If thou hadst wished, thou couldst have taken payment for it.",69,12,"That We might make it a memorial for you, and that remembering ears (that heard the story) might remember.",0
4491,16,114,"So eat of the lawful and good food which Allah hath provided for you, and thank the bounty of your Lord if it is Him ye serve.",59,7,"That which Allah giveth as spoil unto His messenger from the people of the townships, it is for Allah and His messenger and for the near of kin and the orphans and the needy and the wayfarer, that it become not a commodity between the rich among you. And whatsoever the messenger giveth you, take it. And whatsoever he forbiddeth, abstain (from it). And keep your duty to Allah. Lo! Allah is stern in reprisal.",0
4492,4,51,"Hast thou not seen those unto whom a portion of the Scripture hath been given, how they believe in idols and false deities, and how they say of those (idolaters) who disbelieve: &quot;These are more rightly guided than those who believe&quot;?",35,2,"That which Allah openeth unto mankind of mercy none can withhold it; and that which He withholdeth none can release thereafter. He is the Mighty, the Wise.",0
4493,3,37,"And her Lord accepted her with full acceptance and vouchsafed to her a goodly growth; and made Zachariah her guardian. Whenever Zachariah went into the sanctuary where she was, he found that she had food. He said: O Mary! Whence cometh unto thee this (food)? She answered: It is from Allah. Allah giveth without stint to whom He will.",30,39,"That which ye give in usury in order that it may increase on (other) people_s property hath no increase with Allah; but that which ye give in charity, seeking Allah_s Countenance, hath increase manifold.",0
4494,10,91,What! Now! When hitherto thou hast rebelled and been of the wrong-doers?,47,28,"That will be because they followed that which angereth Allah, and hated that which pleaseth Him. Therefor He hath made their actions vain.",0
4495,16,84,(They are heedless of) the Day when We shall raise a witness from each community and then the unbelievers will neither be allowed to plead nor will they be asked to repent and seek pardon.,77,35,"That will be the Day on which they will not (be able to) utter a word,",1
4496,23,41,"Then a mighty blast quite justly overtook them, and We reduced them to a rubble. So away with the wrong-doing folk!",46,25,that will destroy everything by the command of its Lord.ù Thereafter nothing was left to be seen except their dwellings. Thus do We requite the wrong-doers.,1
4497,9,72,"Allah promiseth to the believers, men and women, Gardens underneath which rivers flow, wherein they will abide - blessed dwellings in Gardens of Eden. And - greater (far)! - acceptance from Allah. That is the supreme triumph.",44,11,That will envelop the people. This will be a painful torment.,0
4498,9,81,"Those who were allowed to stay behind rejoiced at remaining behind and not accompanying the Messenger of Allah. They were averse to striving in the Way of Allah with their belongings and their lives and told others: ""Do not go forth in this fierce heat."" Tell them: ""The Hell is far fiercer in heat."" Would that they understand!",70,16,that will strip off the scalp.,1
4499,16,85,"Once the wrong-doers have beheld the chastisement, neither will it be lightened for them nor will they be granted any respite.",21,40,"That will suddenly come upon them and stupefy them. They shall not be able to ward it off, nor shall they be granted any respite.",1
4500,25,26,"The real Kingdom on that Day will belong only to the Merciful, and it will be a very hard Day for the disbelievers.",74,9,"that will surely be a hard day,",1
4501,54,8,"They shall be hurrying forth towards the caller, and the unbelievers (who had once denied this Day), will say: _This is a woeful Day.ù",74,9,"that will surely be a hard day,",1
4502,14,41,Our Lord! Forgive me and my parents and believers on the day when the account is cast.,55,8,"That ye exceed not the measure,",0
4503,16,79,"Have they not seen the birds obedient in mid-air? None holdeth them save Allah. Lo! herein, verily, are portents for a people who believe.",57,23,"That ye grieve not for the sake of that which hath escaped you, nor yet exult because of that which hath been given. Allah loveth not all prideful boasters,",0
4504,8,60,"Make ready for them all thou canst of (armed) force and of horses tethered, that thereby ye may dismay the enemy of Allah and your enemy, and others beside them whom ye know not. Allah knoweth them. Whatsoever ye spend in the way of Allah it will be repaid to you in full, and ye will not be wronged.",43,13,"That ye may mount upon their backs, and may remember your Lord_s favour when ye mount thereon, and may say: Glorified be He Who hath subdued these unto us, and we were not capable (of subduing them);",0
4505,19,71,There is not one of you but shall approach it. That is a fixed ordinance of thy Lord.,71,20,That ye may thread the valley-ways thereof.,0
4506,18,51,"I made them not to witness the creation of the heavens and the earth, nor their own creation; nor choose I misleaders for (My) helpers.",68,38,That ye shall indeed have all that ye choose?,0
4507,23,112,"He will say: How long tarried ye in the earth, counting by years?",84,19,That ye shall journey on from plane to plane.,0
4508,14,10,"Their Messengers said: ""Can there be any doubt about Allah, the Creator of the heavens and the earth? He invites you that He may forgive you your sins and grant you respite till an appointed term."" They replied: ""You are only a human being like ourselves. You seek to prevent us from serving those whom our forefathers have been serving all along. If that is so, produce a clear authority for it.""",11,3,"that you may seek forgiveness of your Lord and turn to Him in repentance whereupon He will grant you a fair enjoyment of life until an appointed term, and will bestow favour on everyone who merits favour. But should you turn away (from the truth), I fear for you the chastisement of an Awesome Day.",1
4509,18,28,"Restrain thyself along with those who cry unto their Lord at morn and evening, seeking His Countenance; and let not thine eyes overlook them, desiring the pomp of the life of the world; and obey not him whose heart We have made heedless of Our remembrance, who followeth his own lust and whose case hath been abandoned.",68,15,"That, when Our revelations are recited unto him, he saith: Mere fables of the men of old.",0
4510,7,169,"And a generation hath succeeded them who inherited the scriptures. They grasp the goods of this low life (as the price of evil-doing) and say: It will be forgiven us. And if there came to them (again) the offer of the like, they would accept it (and would sin again). Hath not the covenant of the Scripture been taken on their behalf that they should not speak aught concerning Allah save the truth? And they have studied that which is therein. And the abode of the Hereafter is better, for those who ward off (evil). Have ye then no sense?",41,23,"That, your thought which ye did think about your Lord, hath ruined you; and ye find yourselves (this day) among the lost.",0
4511,65,6,"(During the waiting period) lodge them according to your means wherever you dwell, and do not harass them to make them miserable. And if they are pregnant, provide for them maintenance until they have delivered their burden. And if they suckle your offspring whom they bore you, then give them due recompense, and graciously settle the question of compensation between yourselves by mutual understanding. But if you experience difficulty (in determining the compensation for suckling) then let another woman suckle the child.",2,233,"The (divorced) mothers shall suckle their children for two whole years, if the fathers desire the suckling to be completed. In that case the father of the child shall, in the fair known way, be responsible for their food and clothing. But none should be burdened with more than one can bear: neither the mother should be pressed unjustly (to accept unfair terms) just because she is the mother nor should the father be burdened just because he is the father. And the same responsibility for the maintenance of the mother devolves upon the father of the child and his heir. There is no harm if they wean the child by mutual consent and consultation. Moreover, there is no harm if you choose to give your children a suckle by a wet nurse, provided that you pay her fairly. Fear Allah and know it well that whatever you do is in the sight of Allah.",1
4512,4,23,"Forbidden to you are your mothers, your daughters, your sisters, your father's sisters and your mother's sisters, your brother's daughters and your sister's daughters, your milk-mothers, your milk-sisters, the mothers of your wives, and the stepdaughters - who are your foster-children, born of your wives with whom you have consummated the marriage; but if you have not consummated the marriage with them, there will be no blame upon you (if you marry their daughters). It is also forbidden for you to take the wives of the sons who have sprung from your loins and to take two sisters together in marriage, although what is past is past. Surely Allah is All-Forgiving, All-Compassionate.",2,233,"The (divorced) mothers shall suckle their children for two whole years, if the fathers desire the suckling to be completed. In that case the father of the child shall, in the fair known way, be responsible for their food and clothing. But none should be burdened with more than one can bear: neither the mother should be pressed unjustly (to accept unfair terms) just because she is the mother nor should the father be burdened just because he is the father. And the same responsibility for the maintenance of the mother devolves upon the father of the child and his heir. There is no harm if they wean the child by mutual consent and consultation. Moreover, there is no harm if you choose to give your children a suckle by a wet nurse, provided that you pay her fairly. Fear Allah and know it well that whatever you do is in the sight of Allah.",1
4513,31,14,"We enjoined upon man to be dutiful to his parents. His mother bore him in weakness upon weakness, and his weaning lasted two years. (We, therefore, enjoined upon him): _Give thanks to Me and to your parents. To Me is your ultimate return.",2,233,"The (divorced) mothers shall suckle their children for two whole years, if the fathers desire the suckling to be completed. In that case the father of the child shall, in the fair known way, be responsible for their food and clothing. But none should be burdened with more than one can bear: neither the mother should be pressed unjustly (to accept unfair terms) just because she is the mother nor should the father be burdened just because he is the father. And the same responsibility for the maintenance of the mother devolves upon the father of the child and his heir. There is no harm if they wean the child by mutual consent and consultation. Moreover, there is no harm if you choose to give your children a suckle by a wet nurse, provided that you pay her fairly. Fear Allah and know it well that whatever you do is in the sight of Allah.",1
4514,46,15,"We have enjoined man to be kind to his parents. In pain did his mother bear him and in pain did she give birth to him. The carrying of the child to his weaning is a period of thirty months. And when he is grown to full maturity and reaches the age of forty, he prays: _My Lord, dispose me that I may give thanks for the bounty that You have bestowed upon me and my parents, and dispose me that I may do righteous deeds that would please You, and also make my descendants righteous. I repent to You, and I am one of those who surrender themselves to You.ù",2,233,"The (divorced) mothers shall suckle their children for two whole years, if the fathers desire the suckling to be completed. In that case the father of the child shall, in the fair known way, be responsible for their food and clothing. But none should be burdened with more than one can bear: neither the mother should be pressed unjustly (to accept unfair terms) just because she is the mother nor should the father be burdened just because he is the father. And the same responsibility for the maintenance of the mother devolves upon the father of the child and his heir. There is no harm if they wean the child by mutual consent and consultation. Moreover, there is no harm if you choose to give your children a suckle by a wet nurse, provided that you pay her fairly. Fear Allah and know it well that whatever you do is in the sight of Allah.",1
4515,11,36,"And it was inspired in Noah, (saying): No-one of thy folk will believe save him who hath believed already. Be not distressed because of what they do.",49,15,"The (true) believers are those only who believe in Allah and His messenger and afterward doubt not, but strive with their wealth and their lives for the cause of Allah. Such are the sincere.",0
4516,26,79,And Who feedeth me and watereth me.,97,4,"The angels and the Spirit descend therein, by the permission of their Lord, with all decrees.",0
4517,6,136,"They assign unto Allah, of the crops and cattle which He created, a portion, and they say: &quot;This is Allah_s&quot; - in their make-believe - &quot;and this is for (His) partners in regard to us.&quot; Thus that which (they assign) unto His partners in them reacheth not Allah and that which (they assign) unto Allah goeth to their (so-called) partners. Evil is their ordinance.",38,73,"The angels fell down prostrate, every one,",0
4518,33,43,It is He Who lavishes His blessings on you and His angels invoke blessings on you that He may lead you out of darkness into light. He is Most Compassionate to the believers.,40,7,"The angels that bear the Throne and those that are around to extol your Lord's glory with His praise, they believe in Him, and ask forgiveness for the believers, saying: _Our Lord! You encompass everything with Your Mercy and Knowledge. So forgive those that repent and follow Your Path, and guard them against the chastisement of Hell.",1
4519,42,5,"The heavens may well nigh rend asunder from above while the angels proclaim the praise of their Lord and ask forgiveness for those on earth. Lo, it is Allah, and He alone, Who is Most Forgiving, Most Merciful.",40,7,"The angels that bear the Throne and those that are around to extol your Lord's glory with His praise, they believe in Him, and ask forgiveness for the believers, saying: _Our Lord! You encompass everything with Your Mercy and Knowledge. So forgive those that repent and follow Your Path, and guard them against the chastisement of Hell.",1
4520,39,75,"You shall see the angels surrounding the Throne, glorifying their Lord with His praise, and judgement will have been made among them with fairness, and it will be proclaimed: _All praise and thanks be to Allah, the Lord of the whole Universe.ù",40,7,"The angels that bear the Throne and those that are around to extol your Lord's glory with His praise, they believe in Him, and ask forgiveness for the believers, saying: _Our Lord! You encompass everything with Your Mercy and Knowledge. So forgive those that repent and follow Your Path, and guard them against the chastisement of Hell.",1
4521,14,21,"Then all of them will appear exposed before Allah, and the weak ones will say to the haughty ones: ""We merely followed you. Will you, then, protect us from Allah's chastisement?"" They will say: ""Had Allah shown us the Way to our salvation, we would surely have also guided you. Now it is all the same whether we cry or suffer patiently, we have no escape.""",34,32,The arrogant ones will retort to those who were suppressed: _What! Did we bar you from the guidance after it came to you? Not at all; rather you yourselves were evil-doers.ù,1
4522,7,39,"Then the preceding ones will say to the succeeding ones: 'You were in no way superior to us; taste, then, this torment for your deeds.'",34,32,The arrogant ones will retort to those who were suppressed: _What! Did we bar you from the guidance after it came to you? Not at all; rather you yourselves were evil-doers.ù,1
4523,37,27,They will then turn towards each other (and start wrangling).,34,32,The arrogant ones will retort to those who were suppressed: _What! Did we bar you from the guidance after it came to you? Not at all; rather you yourselves were evil-doers.ù,1
4524,6,123,"Thus We have appointed the leaders of the wicked ones in every land to weave their plots; but in truth they plot only to their own harm, without even realizing it.",34,32,The arrogant ones will retort to those who were suppressed: _What! Did we bar you from the guidance after it came to you? Not at all; rather you yourselves were evil-doers.ù,1
4525,2,166,"When He will inflict punishment, those very leaders and guides whom they followed in the world will disown them. But punishment they shall get and all their bonds shall be cut off.",34,32,The arrogant ones will retort to those who were suppressed: _What! Did we bar you from the guidance after it came to you? Not at all; rather you yourselves were evil-doers.ù,1
4526,11,31,"I say not unto you: &quot;I have the treasures of Allah&quot; nor &quot;I have knowledge of the Unseen,&quot; nor say I: &quot;Lo! I am an angel!&quot; Nor say I unto those whom your eyes scorn that Allah will not give them good - Allah knoweth best what is in their hearts - Lo! then indeed I should be of the wrong-doers.",49,10,The believers are naught else than brothers. Therefore make peace between your brethren and observe your duty to Allah that haply ye may obtain mercy.,0
4527,60,1,"Believers, if you have left (your homes and) have come forth to struggle in My Way and to seek My good pleasure, do not make friends with My enemies and your enemies. You befriend them whereas they have spurned the Truth that has come to you; and (such is their enmity that) they expel the Messenger and yourselves for no other reason than that you believe in Allah, your Lord. You send to them messages of friendship in secrecy, although I know well whatever you do, be it secretly or publicly. And whosoever of you does so has indeed strayed far away from the Straight Path.",3,28,The believers may not take the unbelievers for their allies in preference to those who believe. Whoever does this has nothing to do with Allah unless he does so in order to protect himself from their wrong-doing. Allah warns you to beware of Him for it is to Allah that you will return.,1
4528,5,57,"Believers! Do not take for your allies those who make a mockery and sport of your faith, be they those given the Book before you or other unbelievers. Fear Allah if you indeed believe.",3,28,The believers may not take the unbelievers for their allies in preference to those who believe. Whoever does this has nothing to do with Allah unless he does so in order to protect himself from their wrong-doing. Allah warns you to beware of Him for it is to Allah that you will return.,1
4529,4,144,Believers! Do not take the unbelievers as your allies in preference to the believers. Do you wish to offer Allah a clear proof of guilt against yourselves?,3,28,The believers may not take the unbelievers for their allies in preference to those who believe. Whoever does this has nothing to do with Allah unless he does so in order to protect himself from their wrong-doing. Allah warns you to beware of Him for it is to Allah that you will return.,1
4530,58,22,"You shall not find a people who believe in Allah and the Last Day befriending those who oppose Allah and His Messenger even though they be their fathers or their sons or their brothers or their kindred. He has inscribed faith in their hearts and has strengthened them with a spirit from Him, and He shall make them enter Gardens beneath which rivers flow. Therein they shall abide. Allah is well-pleased with them, and they are well-pleased with Him. They belong to Allah's party. Verily Allah's party shall prosper.",3,28,The believers may not take the unbelievers for their allies in preference to those who believe. Whoever does this has nothing to do with Allah unless he does so in order to protect himself from their wrong-doing. Allah warns you to beware of Him for it is to Allah that you will return.,1
4531,4,77,"Have you not seen those who were told: 'Restrain you hands, and establish the Prayer, and pay the Zakah'? But when fighting was enjoined upon them some of them feared men as one should fear Allah, or even more, and said: 'Our Lord, why have You ordained fighting for us? Why did You not grant us a little more respite?' Say to them: 'There is little enjoyment in this world. The World to Come is much better for the God-fearing. And you shall not be wronged even to the extent of the husk of a date-stone.",47,20,"The believers used to say: _Why is a surah (that would ordain fighting) not revealed?ù But when a definitive surah was revealed wherein fighting was mentioned, you saw that those in whose hearts there was a sickness looked at you as though they were about to faint at the approach of death. Pity on them!",1
4532,33,10,"When they came upon you from above you and from below you, when your eyes were stupefied with horror and your hearts leapt to your throats, and you began to entertain diverse thoughts about Allah.",33,11,The believers were then put to a severe test and were most violently convulsed.,1
4533,24,56,"Therefore, establish Salat, pay the Zakat dues and obey the Messenger; it is expected that you will be shown mercy.",9,71,"The believers, both men and women, are allies of one another. They enjoin good, forbid evil, establish Prayer, pay Zakah, and obey Allah and His Messenger. Surely Allah will show mercy to them. Allah is All-Mighty, All-Wise.",1
4534,14,34,"And He giveth you of all ye ask of Him, and if ye would count the bounty of Allah ye cannot reckon it. Lo! man is verily a wrong-doer, an ingrate.",55,1,The Beneficent,0
4535,18,41,Or some morning the water thereof will be lost in the earth so that thou canst not make search for it.,68,28,The best among them said: Said I not unto you: Why glorify ye not (Allah)?,0
4536,6,122,"He who was dead and whom We raised to life, and We set a light for him to walk among men - is he like the one steeped in darkness out of which he does not come out?. Thus have their own doings been made to seem fair to the unbelievers.",35,19,"The blind and the seeing are not alike,",1
4537,11,24,"The example of the two parties is that one is blind and deaf, and the other capable of seeing and hearing. Can the two be equals? Will you, then, not heed?'",35,19,"The blind and the seeing are not alike,",1
4538,4,68,And should guide them unto a straight path.,35,19,The blind man is not equal with the seer;,0
4539,24,58,"O ye who believe! Let your slaves, and those of you who have not come to puberty, ask leave of you at three times (before they come into your presence): Before the prayer of dawn, and when ye lay aside your raiment for the heat of noon, and after the prayer of night. Three times of privacy for you. It is no sin for them or for you at other times, when some of you go round attendant upon others (if they come into your presence without leave). Thus Allah maketh clear the revelations for you. Allah is Knower, Wise.",87,19,The Books of Abraham and Moses.,0
4540,26,108,"So keep your duty to Allah, and obey me.",101,1,The Calamity!,0
4541,24,38,"(And they behave like this) so that Allah may reward them for their excellent deeds and, in addition to it, show His favour to them out of His bounty: Allah provides without stint for anyone He pleases.",2,261,"The charity of those who expend their wealth in the way of Allah may be likened to a grain of corn, which produces seven ears and each ear yields a hundred grains. Likewise Allah develops manifold the charity of anyone He pleases, for He is All-Embracing, All-Wise.",1
4542,8,60,"Make ready for an encounter against them all the forces and well-readied horses you can muster that you may overawe the enemies of Allah and your own enemies and others besides them of whom you are unaware but of whom Allah is aware. Whatever you may spend in the cause of Allah shall be fully repaid to you, and you shall not be wronged.",2,261,"The charity of those who expend their wealth in the way of Allah may be likened to a grain of corn, which produces seven ears and each ear yields a hundred grains. Likewise Allah develops manifold the charity of anyone He pleases, for He is All-Embracing, All-Wise.",1
4543,2,245,Who is there among you who will lend to Allah a good loan that He may return it after multiplying it manifold? Allah alone can decrease and increase (wealth) and to Him you shall all return.,2,261,"The charity of those who expend their wealth in the way of Allah may be likened to a grain of corn, which produces seven ears and each ear yields a hundred grains. Likewise Allah develops manifold the charity of anyone He pleases, for He is All-Embracing, All-Wise.",1
4544,6,69,"Those who ward off (evil) are not accountable for them in aught, but the Reminder (must be given them) that haply they (too) may ward off (evil).",38,6,"The chiefs among them go about, exhorting: Go and be staunch to your gods! Lo! this is a thing designed.",0
4545,5,72,"And surely they disbelieved when they said: 'Christ, the son of Mary, is indeed God'; whereas Christ had said: 'Children of Israel! Serve Allah, Who is your Lord and my Lord.' Allah has forbidden Paradise to those who associate anything with Him in His divinity and their refuge shall be the Fire. No one will be able to help such wrong-doers.",19,30,"The child cried out: ""Verily I am Allah's servant. He has granted me the Book and has made me a Prophet",1
4546,76,14,"The shades of Paradise will bend over them, and its fruits will be brought within their easy reach;",69,23,the clusters of whose fruit will be hanging low to be within reach (of the inmates of Paradise).,1
4547,55,54,"They shall recline on couches lined with brocade, and within reach shall hang the fruits of the two Gardens.",69,23,the clusters of whose fruit will be hanging low to be within reach (of the inmates of Paradise).,1
4548,8,5,"Even as thy Lord caused thee (Muhammad) to go forth from thy home with the Truth, and lo! a party of the believers were averse (to it).",42,11,"The Creator of the heavens and the earth. He hath made for you pairs of yourselves, and of the cattle also pairs, whereby He multiplieth you. Naught is as His likeness; and He is the Hearer, the Seer.",0
4549,18,49,"And then the Record of their deeds shall be placed before them and you will see the guilty full of fear for what it contains, and will say: ""Woe to us! What a Record this is! It leaves nothing, big or small, but encompasses it."" They will find their deeds confronting them. Your Lord wrongs no one.",3,30,The Day is approaching when every soul shall find itself confronted with whatever good it has done and whatever evil it has wrought. It will then wish there is a wide space between it and the Day! Allah warns you to beware of Him; He is most tender towards His servants.,1
4550,81,14,then shall each person know what he has brought along.,3,30,The Day is approaching when every soul shall find itself confronted with whatever good it has done and whatever evil it has wrought. It will then wish there is a wide space between it and the Day! Allah warns you to beware of Him; He is most tender towards His servants.,1
4551,27,87,The Day when the Trumpet will be blown all those who are in the heavens and on the earth shall be terror stricken - all except those whom Allah wills - and everyone shall come to Him utterly abject.,70,43,"the Day on which they will hastily come forth from their graves, as though they were hurrying on to the altars of their deities.",1
4552,36,51,"Then the Trumpet shall be blown and lo! they will come out of their graves and be on the move towards their Lord,",70,43,"the Day on which they will hastily come forth from their graves, as though they were hurrying on to the altars of their deities.",1
4553,14,43,"when they shall keep pressing ahead in haste, their heads lifted up, their gaze directed forward, unable to look away from what they behold, their hearts utterly void.",70,43,"the Day on which they will hastily come forth from their graves, as though they were hurrying on to the altars of their deities.",1
4554,23,63,"Nay, but their hearts are in ignorance of this (Quran), and they have other works, besides, which they are doing;",83,6,The day when (all) mankind stand before the Lord of the Worlds?,0
4555,77,11,"and the appointed time to bring the Messengers together arrives, (then shall the promised event come to pass).",5,109,The Day when Allah will gather together the Messengers and say: 'What answer were you given?' They will reply: 'We have no real knowledge of it. You alone fully know all that lies beyond the reach of human perception.,1
4556,7,6,"So We shall call to account those to whom Messengers were sent, and We shall call to account the Messengers (to see how dutifully they conveyed the Message, and how people responded to it).",5,109,The Day when Allah will gather together the Messengers and say: 'What answer were you given?' They will reply: 'We have no real knowledge of it. You alone fully know all that lies beyond the reach of human perception.,1
4557,17,61,"And when We said unto the angels: Fall down prostrate before Adam and they fell prostrate all save Iblis, he said: Shall I fall prostrate before that which Thou hast created of clay?",64,9,"The day when He shall gather you unto the Day of Assembling, that will be a day of mutual disillusion. And whoso believeth in Allah and doeth right, He will remit from him his evil deeds and will bring him unto Gardens underneath which rivers flow, therein to abide for ever. That is the supreme triumph.",0
4558,22,34,"And for every nation have We appointed a ritual, that they may mention the name of Allah over the beast of cattle that He hath given them for food; and your god is One God, therefor surrender unto Him. And give good tidings (O Muhammad) to the humble,",79,35,"The day when man will call to mind his (whole) endeavour,",0
4559,3,10,"Those who disbelieve, neither their wealth nor their offspring will avail them at all against Allah, and it is they who will be the fuel of the Fire",40,52,the Day when the excuses offered by the wrong-doers shall not avail them. They shall be victims of the curse and a woeful abode.,1
4560,22,1,"O mankind, fear the (wrath of) your Lord! Indeed, the earthquake of the Hour (of Judgement) will be an awesome thing.",79,6,"The Day when the quaking will cause a violent convulsion,",1
4561,19,15,"Peace on him the day he was born, and the day he dieth and the day he shall be raised alive!",70,8,"The day when the sky will become as molten copper,",0
